_id,cur_val
68a4d7cfcdcb576ac3090e64,29182.02
68a4d7cfcdcb576ac3090d91,62844.85
68a4d7cfcdcb576ac3090d92,50404.4
68a4d7cfcdcb576ac3090d96,146555.19
68a4d7cfcdcb576ac3090d94,159322.82
68a4d7d0cdcb576ac3090e66,159445
68a4d7cfcdcb576ac3090d98,16889.4
68a4d7cfcdcb576ac3090d93,12620
68a4d7d0cdcb576ac3090e69,194185
68a4d7cfcdcb576ac3090d97,190128.13
68a4d7d0cdcb576ac3090e65,71875.34
68a4d7cfcdcb576ac3090d95,182579.39
68a4d7d0cdcb576ac3090e67,3774.82
68a4d7c6cdcb576ac3090aae,230.33
68a4d7d0cdcb576ac3090e6b,5028.81
68a4d7c6cdcb576ac3090ab2,0
68a4d7c6cdcb576ac3090ab1,134327.48
68a4d7d0cdcb576ac3090e68,7145.84
68a4d7c6cdcb576ac3090ab4,475160.55
68a4d7c6cdcb576ac3090ab3,356984.03
68a4d7d0cdcb576ac3090e6c,171742.59
68a4d7c8cdcb576ac3090b9d,35260.21
68a4d7d0cdcb576ac3090e6d,21621.43
68a4d7c6cdcb576ac3090ab5,18199.92
68a4d7c6cdcb576ac3090ab7,17322.93
68a4d7c6cdcb576ac3090ab8,19860.27
68a4d7c6cdcb576ac3090ab9,324520.66
68a4d7d0cdcb576ac3090e6f,142980.86
68a4d7d0cdcb576ac3090e6e,288638.19
68a4d7d0cdcb576ac3090e70,242269.28
68a4d7d0cdcb576ac3090e71,280603.93
68a4d7d0cdcb576ac3090e72,10289.5
68a4d7c6cdcb576ac3090b01,0
68a4d7c6cdcb576ac3090b00,6979.75
68a4d7d0cdcb576ac3090e76,1392.98
68a4d7c6cdcb576ac3090b02,1115.44
68a4d7d0cdcb576ac3090e78,13208.46
68a4d7d0cdcb576ac3090e77,10962.92
68a4d7c6cdcb576ac3090b0a,44728.08
68a4d7d0cdcb576ac3090e7b,1326.28
68a4d7d0cdcb576ac3090e7c,31560.05
68a4d7d0cdcb576ac3090e74,73346.49
68a4d7d0cdcb576ac3090e73,303256.38
68a4d7d0cdcb576ac3090e75,127015.21
68a4d7c6cdcb576ac3090b08,55514.09
68a4d7d0cdcb576ac3090e7f,7370.29
68a4d7d0cdcb576ac3090e80,34646.39
68a4d7d0cdcb576ac3090e81,165668.23
68a4d7d0cdcb576ac3090e82,168322.46
68a4d7cfcdcb576ac3090d6f,68268.93
68a4d7d1cdcb576ac3090e9d,547674.34
68a4d7cfcdcb576ac3090d70,71486.52
68a4d7d1cdcb576ac3090e9e,536829.89
68a4d7cfcdcb576ac3090d71,73401.94
68a4d7d1cdcb576ac3090e9c,639362.7
68a4d7d0cdcb576ac3090e85,29299.39
68a4d7d0cdcb576ac3090e86,128023.19
68a4d7c6cdcb576ac3090b09,142556.66
68a4d7c6cdcb576ac3090b0d,51396.02
68a4d7c6cdcb576ac3090b0b,6394.68
68a4d7c6cdcb576ac3090b0c,5142.18
68a4d7c4cdcb576ac3090a72,57340.16
68a4d7d0cdcb576ac3090e87,112212.03
68a4d7d0cdcb576ac3090e84,69016.22
68a4d7c6cdcb576ac3090b0e,21231.85
68a4d7d0cdcb576ac3090e88,722208.2
68a4d7d0cdcb576ac3090e8b,287285.16
68a4d7d0cdcb576ac3090e8a,265176.13
68a4d7d0cdcb576ac3090e8d,12299.27
68a4d7d0cdcb576ac3090e8c,11754.05
68a4d7c6cdcb576ac3090b10,55028.89
68a4d7d0cdcb576ac3090e8e,492000.38
68a4d7c6cdcb576ac3090b11,120783.54
68a4d7d0cdcb576ac3090e8f,144181.15
68a4d7d0cdcb576ac3090e90,146790.1
68a4d7c7cdcb576ac3090b13,571038.9
68a4d7c7cdcb576ac3090b14,170389.16
68a4d7c7cdcb576ac3090b15,266480.09
68a4d7d1cdcb576ac3090e91,6694.68
68a4d7d1cdcb576ac3090e92,40348.61
68a4d7d1cdcb576ac3090e93,40348.61
68a4d7d1cdcb576ac3090e94,101829.13
68a4d7d1cdcb576ac3090e95,5175.81
68a4d7d1cdcb576ac3090ec3,103419.09
68a4d7d1cdcb576ac3090eaa,18762.75
68a4d7d1cdcb576ac3090e97,89943
68a4d7d1cdcb576ac3090ec2,199648.23
68a4d7d1cdcb576ac3090e96,184224
68a4d7c7cdcb576ac3090b17,3262.25
68a4d7d1cdcb576ac3090e98,782860.47
68a4d7d1cdcb576ac3090e9a,105643
68a4d7d1cdcb576ac3090e9b,96.22
68a4d7d1cdcb576ac3090ea3,251.72
68a4d7c7cdcb576ac3090b18,84816.29
68a4d7c7cdcb576ac3090b19,0
68a4d7d1cdcb576ac3090ea1,5.17
68a4d7d1cdcb576ac3090ea2,100.5
68a4d7d1cdcb576ac3090e9f,46.75
68a4d7d1cdcb576ac3090ea0,18.78
68a4d7cfcdcb576ac3090d7c,54418.88
68a4d7c6cdcb576ac3090aa3,128701.58
68a4d7cfcdcb576ac3090d7f,637788.94
68a4d7c9cdcb576ac3090bbc,3201.04
68a4d7c7cdcb576ac3090b30,261696.65
68a4d7cfcdcb576ac3090d7b,474298.01
68a4d7cfcdcb576ac3090d7a,64010.03
68a4d7c6cdcb576ac3090a9f,145107.85
68a4d7cccdcb576ac3090ce9,65897.64
68a4d7d1cdcb576ac3090ea4,150.86
68a4d7d1cdcb576ac3090ea6,149600.16
68a4d7c7cdcb576ac3090b1a,153493.83
68a4d7c7cdcb576ac3090b1b,1186178.07
68a4d7c7cdcb576ac3090b1c,16918.31
68a4d7d1cdcb576ac3090ea7,615231.51
68a4d7c6cdcb576ac3090aa0,13628.09
68a4d7d1cdcb576ac3090ea8,491783.54
68a4d7d1cdcb576ac3090ea9,17799.02
68a4d7c7cdcb576ac3090b1e,76459.56
68a4d7d1cdcb576ac3090eae,798464.45
68a4d7c7cdcb576ac3090b1f,88618.64
68a4d7c7cdcb576ac3090b20,426.07
68a4d7c7cdcb576ac3090b21,0
68a4d7c7cdcb576ac3090b23,44251.29
68a4d7c7cdcb576ac3090b24,80.51
68a4d7c7cdcb576ac3090b25,0
68a4d7c7cdcb576ac3090b22,72131.44
68a4d7d1cdcb576ac3090eb1,442080.27
68a4d7d1cdcb576ac3090eaf,309504.87
68a4d7d1cdcb576ac3090eb0,461854.37
68a4d7d1cdcb576ac3090eb2,5865.53
68a4d7c7cdcb576ac3090b26,7788.12
68a4d7d2cdcb576ac3090ec6,48424.4
68a4d7d1cdcb576ac3090eb3,27504.8
68a4d7d1cdcb576ac3090eb4,10406.37
68a4d7d1cdcb576ac3090eb6,17346.69
68a4d7c7cdcb576ac3090b28,95245.99
68a4d7c7cdcb576ac3090b27,528753.19
68a4d7d1cdcb576ac3090eb8,38432.31
68a4d7d1cdcb576ac3090eb9,24852.32
68a4d7d1cdcb576ac3090eba,81297.62
68a4d7d1cdcb576ac3090ebb,3706.05
68a4d7d1cdcb576ac3090ebc,268830.99
68a4d7d1cdcb576ac3090ebf,54740.82
68a4d7d1cdcb576ac3090ebd,317403.15
68a4d7d1cdcb576ac3090ebe,28026.53
68a4d7d1cdcb576ac3090ec0,46060.13
68a4d7c7cdcb576ac3090b29,10272.53
68a4d7d1cdcb576ac3090ec1,7518.4
68a4d7c7cdcb576ac3090b2a,32871.13
68a4d7c7cdcb576ac3090b2b,536395.26
68a4d7d1cdcb576ac3090ec4,9888.06
68a4d7d1cdcb576ac3090ec5,765783.25
68a4d7c7cdcb576ac3090b2c,32297.94
68a4d7d2cdcb576ac3090ed1,23433.86
68a4d7d2cdcb576ac3090ed0,10187.92
68a4d7d2cdcb576ac3090ed2,14970.71
68a4d7d2cdcb576ac3090ed5,65036.26
68a4d7d2cdcb576ac3090ed4,58248.98
68a4d7d2cdcb576ac3090ed3,76060.93
68a4d7c7cdcb576ac3090b2d,16771.91
68a4d7d2cdcb576ac3090ed6,30867.55
68a4d7d2cdcb576ac3090ed7,11574.69
68a4d7c7cdcb576ac3090b2e,12070.03
68a4d7d2cdcb576ac3090ed8,10782.81
68a4d7d2cdcb576ac3090ed9,6946.96
68a4d7c7cdcb576ac3090b2f,9384.73
68a4d7cecdcb576ac3090d59,224061.02
68a4d7c7cdcb576ac3090b32,7022.84
68a4d7c7cdcb576ac3090b33,4656.44
68a4d7c7cdcb576ac3090b34,22338.93
68a4d7c7cdcb576ac3090b35,5658.24
68a4d7c7cdcb576ac3090b36,88742.43
68a4d7d2cdcb576ac3090edb,202456.89
68a4d7c7cdcb576ac3090b38,1346945.21
68a4d7d2cdcb576ac3090ecd,210417.26
68a4d7d2cdcb576ac3090ece,210417.26
68a4d7d2cdcb576ac3090ec9,31290
68a4d7d0cdcb576ac3090e7d,231432.61
68a4d7d2cdcb576ac3090eca,41720
68a4d7d0cdcb576ac3090e7e,173574.34
68a4d7d2cdcb576ac3090ecb,31290
68a4d7d2cdcb576ac3090ec7,240731.43
68a4d7d2cdcb576ac3090ec8,214296.78
68a4d7d2cdcb576ac3090ecc,290546.4
68a4d7c7cdcb576ac3090b39,8166.1
68a4d7c9cdcb576ac3090bbd,8507.27
68a4d7c7cdcb576ac3090b3a,21959.55
68a4d7d2cdcb576ac3090edd,103570.93
68a4d7d2cdcb576ac3090edf,318358.05
68a4d7c8cdcb576ac3090b3b,1116483.94
68a4d7d2cdcb576ac3090ee0,331391.88
68a4d7d2cdcb576ac3090ede,957548.98
68a4d7d2cdcb576ac3090ee1,6723.96
68a4d7c8cdcb576ac3090b3c,359048.59
68a4d7c8cdcb576ac3090b3d,61155.3
68a4d7c8cdcb576ac3090b3e,18410.89
68a4d7c8cdcb576ac3090b3f,6897.45
68a4d7d5cdcb576ac309104e,26253.36
68a4d7d2cdcb576ac3090ee2,113887.49
68a4d7c8cdcb576ac3090b41,1100781.38
68a4d7c8cdcb576ac3090b42,975044.44
68a4d7d2cdcb576ac3090ee3,68.49
68a4d7cbcdcb576ac3090cba,62.82
68a4d7c8cdcb576ac3090b43,7094.42
68a4d7c8cdcb576ac3090b44,10415.21
68a4d7c8cdcb576ac3090b45,562998.88
68a4d7cacdcb576ac3090c41,47.64
68a4d7c8cdcb576ac3090b46,9447.55
68a4d7d2cdcb576ac3090ee4,7341.3
68a4d7c8cdcb576ac3090b47,15296.63
68a4d7c8cdcb576ac3090b48,210735.53
68a4d7d2cdcb576ac3090ee5,1027951.76
68a4d7c8cdcb576ac3090b49,4841.03
68a4d7c8cdcb576ac3090b4a,19895.96
68a4d7c8cdcb576ac3090b4b,19376.68
68a4d7c8cdcb576ac3090b4c,5587.9
68a4d7d2cdcb576ac3090ee6,333570.41
68a4d7d7cdcb576ac3091143,97092.5
68a4d7d6cdcb576ac3091123,48424.4
68a4d7c8cdcb576ac3090b4d,72611.93
68a4d7c8cdcb576ac3090b4e,75708.49
68a4d7d5cdcb576ac30910e6,84666.87
68a4d7d6cdcb576ac309110d,135646.6
68a4d7c8cdcb576ac3090b9e,201096
68a4d7c8cdcb576ac3090b9f,62040
68a4d7c8cdcb576ac3090ba0,62040
68a4d7d2cdcb576ac3090f62,130713.8
68a4d7d2cdcb576ac3090f63,47140.99
68a4d7c8cdcb576ac3090ba1,61736
68a4d7d2cdcb576ac3090f65,49348.34
68a4d7d2cdcb576ac3090f64,106113.73
68a4d7d2cdcb576ac3090f66,70857.46
68a4d7d2cdcb576ac3090f67,102949.83
68a4d7c8cdcb576ac3090ba2,31020
68a4d7c8cdcb576ac3090ba3,1165675.62
68a4d7d2cdcb576ac3090f68,608579.4
68a4d7c8cdcb576ac3090ba4,839660.12
68a4d7c8cdcb576ac3090ba5,279180
68a4d7c8cdcb576ac3090ba6,91.07
68a4d7c8cdcb576ac3090ba7,29845.42
68a4d7d2cdcb576ac3090f69,84430.23
68a4d7c8cdcb576ac3090ba8,327598.65
68a4d7c8cdcb576ac3090ba9,174390.12
68a4d7c8cdcb576ac3090baa,90547.92
68a4d7c8cdcb576ac3090bab,6893.33
68a4d7c8cdcb576ac3090bac,279180
68a4d7d2cdcb576ac3090f6a,48465.38
68a4d7d2cdcb576ac3090f6b,4452.93
68a4d7c8cdcb576ac3090bad,5038.31
68a4d7d5cdcb576ac3091051,7044.18
68a4d7d2cdcb576ac3090f6c,5364.47
68a4d7d2cdcb576ac3090f6e,28424.32
68a4d7d2cdcb576ac3090f6d,38939.62
68a4d7d2cdcb576ac3090f6f,5697.39
68a4d7c8cdcb576ac3090bae,2664.22
68a4d7c8cdcb576ac3090baf,565518.79
68a4d7d2cdcb576ac3090f70,164619.61
68a4d7d2cdcb576ac3090f71,2302.36
68a4d7d2cdcb576ac3090f72,4968.27
68a4d7d2cdcb576ac3090f73,7046.78
68a4d7d2cdcb576ac3090f74,183564.3
68a4d7c8cdcb576ac3090bb0,364669.43
68a4d7c9cdcb576ac3090bb1,295252.53
68a4d7d2cdcb576ac3090f76,105315.9
68a4d7d2cdcb576ac3090f75,197837.58
68a4d7c9cdcb576ac3090bb2,15000.49
68a4d7d2cdcb576ac3090f77,3306.04
68a4d7c9cdcb576ac3090bb3,4083.05
68a4d7c9cdcb576ac3090bb4,1113.94
68a4d7d2cdcb576ac3090f78,11632.49
68a4d7d2cdcb576ac3090f7f,184976.77
68a4d7d2cdcb576ac3090f80,29144.09
68a4d7c9cdcb576ac3090bb5,121913.53
68a4d7c9cdcb576ac3090bb6,218793.34
68a4d7d3cdcb576ac3090f81,17287.3
68a4d7c9cdcb576ac3090bb7,821214.34
68a4d7c9cdcb576ac3090bb8,767118.17
68a4d7d6cdcb576ac3091125,37074.96
68a4d7d3cdcb576ac3090f85,265815.85
68a4d7c9cdcb576ac3090bb9,30334.01
68a4d7d3cdcb576ac3090f86,233492.58
68a4d7c9cdcb576ac3090bbb,348993.82
68a4d7c9cdcb576ac3090bba,233428.1
68a4d7d3cdcb576ac3090f84,12828.61
68a4d7d3cdcb576ac3090f87,37702.33
68a4d7d3cdcb576ac3090f88,37702.33
68a4d7d3cdcb576ac3090f89,37702.33
68a4d7d3cdcb576ac3090f8a,53951.4
68a4d7d3cdcb576ac3090f8c,62647.16
68a4d7d3cdcb576ac3090f8b,59811.53
68a4d7d3cdcb576ac3090f8e,5451.41
68a4d7c9cdcb576ac3090bbe,135491.43
68a4d7d3cdcb576ac3090f91,24148.68
68a4d7d3cdcb576ac3090f90,73441.92
68a4d7d3cdcb576ac3090f92,164718.86
68a4d7cdcdcb576ac3090d00,45973.53
68a4d7d3cdcb576ac3090f93,38399.31
68a4d7d3cdcb576ac3090f94,10498.94
68a4d7d3cdcb576ac3090f95,9675.44
68a4d7d4cdcb576ac309103e,105030.03
68a4d7d4cdcb576ac309103d,152888.62
68a4d7d3cdcb576ac3090f96,14961.82
68a4d7d1cdcb576ac3090ea5,492030
68a4d7d3cdcb576ac3090ffc,108993.26
68a4d7d3cdcb576ac3090f97,93469.45
68a4d7d3cdcb576ac3090f99,39915.5
68a4d7d3cdcb576ac3090f9a,6064.94
68a4d7d3cdcb576ac3090f9c,650683.59
68a4d7d3cdcb576ac3090f9b,666606.96
68a4d7d3cdcb576ac3090f9d,2426.32
68a4d7d3cdcb576ac3090f9e,16798.77
68a4d7d4cdcb576ac3091017,207181.21
68a4d7cccdcb576ac3090cf0,185326.83
68a4d7d3cdcb576ac3090f9f,248083.74
68a4d7d3cdcb576ac3090fa0,248083.74
68a4d7cdcdcb576ac3090d0f,138564.04
68a4d7c5cdcb576ac3090a7b,44713.2
68a4d7d3cdcb576ac3090fa1,201562.24
68a4d7c9cdcb576ac3090bc0,10663.82
68a4d7c9cdcb576ac3090bc1,43602.77
68a4d7d3cdcb576ac3090fa2,347400.1
68a4d7d4cdcb576ac309102a,267390.56
68a4d7d3cdcb576ac3090fa3,125889.33
68a4d7d3cdcb576ac3090fa4,4210.76
68a4d7d3cdcb576ac3090fa5,87270.96
68a4d7c6cdcb576ac3090b07,94143.2
68a4d7d3cdcb576ac3090fa6,130947.27
68a4d7d3cdcb576ac3090fa8,23464.37
68a4d7d3cdcb576ac3090fa7,15113.83
68a4d7d3cdcb576ac3090fa9,30598.35
68a4d7d3cdcb576ac3090faa,139935.56
68a4d7d3cdcb576ac3090fab,6.03
68a4d7d3cdcb576ac3090fac,12459.83
68a4d7d3cdcb576ac3090ff6,60552.54
68a4d7c9cdcb576ac3090bc2,6388.15
68a4d7d3cdcb576ac3090ff7,15053.61
68a4d7d3cdcb576ac3090ffa,190459.58
68a4d7d3cdcb576ac3090ff9,44854.32
